192.168.1.95.53418 > 91.189.94.4.123 48
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50350 4138
112.47.20.159.80 > 192.168.1.95.50350 2701
112.47.20.159.80 > 192.168.1.95.50358 7260
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 8712
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 7260
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2098
192.168.1.95.50358 > 112.47.20.159.80 339
112.47.20.159.80 > 192.168.1.95.50358 2687
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2660
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 15972
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 13068
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 10164
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 13068
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 1216
112.47.20.159.80 > 192.168.1.95.50358 8712
112.47.20.159.80 > 192.168.1.95.50358 4356
192.168.1.95.50358 > 112.47.20.159.80 424
112.47.20.159.80 > 192.168.1.95.50358 686
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 2920
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2151
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4096
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 3155
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 1468
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 960
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2132
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 8712
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 8712
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2576
192.168.1.95.35134 > 42.120.230.1.80 517
42.120.230.1.80 > 192.168.1.95.35134 170
192.168.1.95.50438 > 112.47.20.159.80 542
112.47.20.159.80 > 192.168.1.95.50438 1452
112.47.20.159.80 > 192.168.1.95.50438 1452
112.47.20.159.80 > 192.168.1.95.50438 5705
112.47.20.159.80 > 192.168.1.95.50438 4096
112.47.20.159.80 > 192.168.1.95.50438 1452
112.47.20.159.80 > 192.168.1.95.50438 4104
112.47.20.159.80 > 192.168.1.95.50438 559
112.47.20.159.80 > 192.168.1.95.50438 8712
112.47.20.159.80 > 192.168.1.95.50438 2904
112.47.20.159.80 > 192.168.1.95.50438 2904
112.47.20.159.80 > 192.168.1.95.50438 2904
112.47.20.159.80 > 192.168.1.95.50438 1664
192.168.1.95.41788 > 112.51.125.225.80 348
192.168.1.95.41790 > 112.51.125.225.80 347
112.51.125.225.80 > 192.168.1.95.41790 2920
192.168.1.95.41884 > 112.51.125.225.80 345
112.51.125.225.80 > 192.168.1.95.41790 1196
112.51.125.225.80 > 192.168.1.95.41790 1452
112.51.125.225.80 > 192.168.1.95.41790 1468
112.51.125.225.80 > 192.168.1.95.41790 1176
112.51.125.225.80 > 192.168.1.95.41790 2904
112.51.125.225.80 > 192.168.1.95.41790 2652
192.168.1.95.41886 > 112.51.125.225.80 352
112.51.125.225.80 > 192.168.1.95.41790 2636
112.51.125.225.80 > 192.168.1.95.41790 777
192.168.1.95.41790 > 112.51.125.225.80 398
112.51.125.225.80 > 192.168.1.95.41788 2920
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2389
112.51.125.225.80 > 192.168.1.95.41788 2920
112.51.125.225.80 > 192.168.1.95.41788 2636
112.51.125.225.80 > 192.168.1.95.41788 2636
112.51.125.225.80 > 192.168.1.95.41788 2920
112.51.125.225.80 > 192.168.1.95.41788 1176
112.51.125.225.80 > 192.168.1.95.41788 1452
192.168.1.95.41882 > 112.51.125.225.80 371
192.168.1.95.41888 > 112.51.125.225.80 412
192.168.1.95.41890 > 112.51.125.225.80 398
112.51.125.225.80 > 192.168.1.95.41886 1443
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41886 1110
112.51.125.225.80 > 192.168.1.95.41788 1452
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 2904
112.51.125.225.80 > 192.168.1.95.41788 1781
112.51.125.225.80 > 192.168.1.95.41888 1100
112.51.125.225.80 > 192.168.1.95.41882 2904
112.51.125.225.80 > 192.168.1.95.41882 1204
112.51.125.225.80 > 192.168.1.95.41882 4356
112.51.125.225.80 > 192.168.1.95.41882 3252
192.168.1.95.41788 > 112.51.125.225.80 399
192.168.1.95.41886 > 112.51.125.225.80 408
112.51.125.225.80 > 192.168.1.95.41890 720
192.168.1.95.41888 > 112.51.125.225.80 406
192.168.1.95.41882 > 112.51.125.225.80 360
112.51.125.225.80 > 192.168.1.95.41790 525
112.51.125.225.80 > 192.168.1.95.41884 1861
112.51.125.225.80 > 192.168.1.95.41884 1452
192.168.1.95.41892 > 112.51.125.225.80 352
112.51.125.225.80 > 192.168.1.95.41888 922
112.51.125.225.80 > 192.168.1.95.41882 1234
112.51.125.225.80 > 192.168.1.95.41788 1231
112.51.125.225.80 > 192.168.1.95.41892 1452
112.51.125.225.80 > 192.168.1.95.41892 1452
112.51.125.225.80 > 192.168.1.95.41892 1452
112.51.125.225.80 > 192.168.1.95.41892 1452
112.51.125.225.80 > 192.168.1.95.41892 19
112.51.125.225.80 > 192.168.1.95.41790 525
112.51.125.225.80 > 192.168.1.95.41886 793
112.51.125.225.80 > 192.168.1.95.41892 1452
192.168.1.95.50452 > 112.47.20.159.80 388
192.168.1.95.50390 > 112.47.20.159.80 387
192.168.1.95.50396 > 112.47.20.159.80 389
192.168.1.95.50394 > 112.47.20.159.80 395
192.168.1.95.50438 > 112.47.20.159.80 482
192.168.1.95.50358 > 112.47.20.159.80 388
192.168.1.95.50350 > 112.47.20.159.80 389
192.168.1.95.50360 > 112.47.20.159.80 389
192.168.1.95.50356 > 112.47.20.159.80 389
192.168.1.95.56406 > 60.205.84.146.80 492
192.168.1.95.50352 > 112.47.20.159.80 389
112.47.20.159.80 > 192.168.1.95.50396 1452
112.47.20.159.80 > 192.168.1.95.50396 1452
112.47.20.159.80 > 192.168.1.95.50396 1233
112.47.20.159.80 > 192.168.1.95.50396 1452
112.47.20.159.80 > 192.168.1.95.50396 2644
112.47.20.159.80 > 192.168.1.95.50396 553
192.168.1.95.50396 > 112.47.20.159.80 394
112.47.20.159.80 > 192.168.1.95.50438 1677
112.47.20.159.80 > 192.168.1.95.50394 893
112.47.20.159.80 > 192.168.1.95.50360 276
112.47.20.159.80 > 192.168.1.95.50350 1628
112.47.20.159.80 > 192.168.1.95.50390 368
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50390 1452
112.47.20.159.80 > 192.168.1.95.50452 1452
112.47.20.159.80 > 192.168.1.95.50452 1452
112.47.20.159.80 > 192.168.1.95.50452 1236
112.47.20.159.80 > 192.168.1.95.50452 149
192.168.1.95.50350 > 112.47.20.159.80 389
192.168.1.95.50360 > 112.47.20.159.80 390
112.47.20.159.80 > 192.168.1.95.50356 1787
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2292
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50356 > 112.47.20.159.80 389
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50396 509
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50390 1452
112.47.20.159.80 > 192.168.1.95.50350 1672
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.50354 > 112.47.20.159.80 389
192.168.1.95.50350 > 112.47.20.159.80 389
112.47.20.159.80 > 192.168.1.95.50360 2011
112.47.20.159.80 > 192.168.1.95.50352 1816
60.205.84.146.80 > 192.168.1.95.56406 367
60.205.84.146.80 > 192.168.1.95.56406 20
192.168.1.95.50360 > 112.47.20.159.80 389
112.47.20.159.80 > 192.168.1.95.50358 2684
192.168.1.95.50358 > 112.47.20.159.80 390
192.168.1.95.56370 > 220.181.168.159.80 849
192.168.1.95.50352 > 112.47.20.159.80 390
112.47.20.159.80 > 192.168.1.95.50356 1737
192.168.1.95.51614 > 39.105.153.200.80 989
112.47.20.159.80 > 192.168.1.95.50350 1850
112.47.20.159.80 > 192.168.1.95.50360 1460
112.47.20.159.80 > 192.168.1.95.50360 327
192.168.1.95.50350 > 112.47.20.159.80 390
192.168.1.95.50360 > 112.47.20.159.80 390
192.168.1.95.41882 > 112.51.125.225.80 356
192.168.1.95.41892 > 112.51.125.225.80 366
112.47.20.159.80 > 192.168.1.95.50354 449
112.47.20.159.80 > 192.168.1.95.50358 415
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50350 1452
112.47.20.159.80 > 192.168.1.95.50350 612
112.47.20.159.80 > 192.168.1.95.50360 346
112.47.20.159.80 > 192.168.1.95.50352 246
112.47.20.159.80 > 192.168.1.95.50396 509
112.51.125.225.80 > 192.168.1.95.41882 949
112.47.20.159.80 > 192.168.1.95.50360 1452
112.47.20.159.80 > 192.168.1.95.50352 1452
192.168.1.95.50358 > 112.47.20.159.80 389
192.168.1.95.41882 > 112.51.125.225.80 358
112.51.125.225.80 > 192.168.1.95.41892 1427
220.181.168.159.80 > 192.168.1.95.56370 318
39.105.153.200.80 > 192.168.1.95.51614 251
112.47.20.159.80 > 192.168.1.95.50360 1452
192.168.1.95.41892 > 112.51.125.225.80 357
192.168.1.95.41906 > 112.51.125.225.80 358
192.168.1.95.41908 > 112.51.125.225.80 363
112.47.20.159.80 > 192.168.1.95.50354 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.51.125.225.80 > 192.168.1.95.41882 806
112.47.20.159.80 > 192.168.1.95.50352 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.41882 > 112.51.125.225.80 358
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 390
192.168.1.95.41912 > 112.51.125.225.80 357
192.168.1.95.41914 > 112.51.125.225.80 359
112.51.125.225.80 > 192.168.1.95.41906 1010
112.51.125.225.80 > 192.168.1.95.41892 684
112.51.125.225.80 > 192.168.1.95.41908 857
192.168.1.95.41892 > 112.51.125.225.80 359
192.168.1.95.41906 > 112.51.125.225.80 359
112.51.125.225.80 > 192.168.1.95.41882 939
192.168.1.95.41882 > 112.51.125.225.80 356
192.168.1.95.50438 > 112.47.20.159.80 931
192.168.1.95.50358 > 112.47.20.159.80 386
192.168.1.95.50350 > 112.47.20.159.80 389
192.168.1.95.50360 > 112.47.20.159.80 389
112.51.125.225.80 > 192.168.1.95.41906 683
